,Title,Content,Abbreviation,date,Company_Name,titel_Sentiment,Content_Sentiment
132,China Shenhua Ranked among China's Top 100 ESG Listed Companies,"Recently, China Shenhua was included in the 2023 list of China's Top 100 ESG Listed Companies at the first Alxa annual conference on ESG of Chinese listed companies co-hosted by the Administrative Office of Alxa League in Inner Mongolia and Securities Times.",601088.SS,2023-12-07,China Shenhua Energy Company Limited,1,1
133,New Strong Sell Stocks for June 26th,"ARCH, CSUAY and MED have been added to the Zacks Rank #5 (Strong Sell) List on June 26, 2023.",601088.SS,2023-06-26,China Shenhua Energy Company Limited,1,-1
134,Shanghai Electric's N-Type Double Glass Module Receives TÜV Süd Certification,"Shanghai Electric (""the Company"", SEHK:2727, SSE:601727) announced that Nency Solar Technology (Nantong) Co., Ltd. (""Nency Solar""), the solar arm of Shanghai Electric, has been granted the IEC 61215:2021 and IEC 61730:2023 certifications for its n-type dual-glass photovoltaic (PV) module. The certifications were awarded by the global testing, inspection, and certification body TÜV SÜD, following extensive assessments designed to test and verify the performance, safety, service life, and reliabil",601727.SS,2024-01-31,Shanghai Electric Group Company Limited,0,0
135,Shanghai Electric's Energy Storage and PV Projects in the UK Hit New Milestones,"Shanghai Electric (SEHK:2727, SSE:601727) announced its achievement in the energy storage business that the 100MW/100MWh REP1&2 energy storage station in the UK (""REP1&2""), also its first large-scale overseas energy storage project, has entered commercial operation. The development is followed by another milestone, which marks the grid connection of the Fiskerton II-A solar project (""Fiskerton II-A""), the final one of the eight solar projects in the country.",601727.SS,2024-01-04,Shanghai Electric Group Company Limited,1,1
136,Global First Generation IV Nuclear Power Plant Co-Constructed by Shanghai Electric Enters Commercial Operation,"The world's first nuclear power plant project equipped with Gen IV nuclear power technology – Shidaowan High-Temperature Gas-Cooled Reactor Pebble-bed Module (HTR-PM) demonstration project, with Shanghai Electric being one of the main equipment suppliers – has entered commercial operation, following the successful completion of 168 hours of test run that confirmed all systems met the design functions. The milestone pushes China to the forefront of nuclear energy innovation as it continues to exp",601727.SS,2023-12-26,Shanghai Electric Group Company Limited,1,1
137,Shanghai Electric Shares Innovative Green Energy Solutions at Opening Ceremony of China Corner at COP28 to Promote Global Sustainable Development,"Shanghai Electric (SEHK:2727, SSE:601727) participated in the opening ceremony of the China Corner at the 28th Conference of the Parties to the UN Framework Convention on Climate Change (COP28) held in Dubai, United Arab Emirates, from November 30 to December 12, 2023. The Ecological Civilization and Beautiful China Practice side event held at the conference showcased to the world the Company's leadership role in global climate governance and sustainability.",601727.SS,2023-12-14,Shanghai Electric Group Company Limited,1,1
138,Shanghai Electric's Efforts Included in 2023 ESG Excellent Cases of Chinese Public Companies,"Shanghai Electric (SEHK:2727, SSE:601727) was honored at the Chinese Listed Companies Sustainable Development Conference for its remarkable performance in Environmental, Social, and Governance (ESG). Included in the ""2023 ESG Excellent Cases of Chinese Public Companies"", the company's progressive strategies and unique insights have significantly contributed to the transformation of the ESG landscape in China. The annual event, run by the China Association for Public Companies (CAPCO), acknowledg",601727.SS,2023-11-30,Shanghai Electric Group Company Limited,1,1
139,Shanghai Electric Showcases Six Low-Carbon Energy Solutions at Enlit Asia 2023,"Shanghai Electric (SEHK:2727, SSE:601727) showcases six of its flagship low-carbon energy solutions designed to empower a sustainable future at Enlit Asia 2023, slated to be held at the Indonesia Convention Exhibition (ICE) in Indonesia from November 14 to 16. Under the theme ""Unlock a Decarbonized Future"", the solutions presented by Shanghai Electric testify to the Company's strong focus on clean, renewable technology development as well as its commitment to leveraging innovation to unlock a fu",601727.SS,2023-11-17,Shanghai Electric Group Company Limited,0,1
140,Shanghai Electric Inks Agreement with Johnson Controls at CIIE 2023 with Plans to Establish Laboratory that Empowers Greener Urban Development,"Shanghai Electric (SEHK: 2727, SSE: 601727) announced to ink the ""Carbon & Digital"" Joint Laboratory Strategic Cooperation Agreement with Johnson Controls Inc. (Johnson Controls) during the China International Import Expo (CIIE) 2023, a move that will strengthen the pair's synergy as they endeavor to fuel innovation for urban sustainability. The partnership, with its focus on expediting the development of zero-carbon factories and industrial parks, will see the two companies establish a green an",601727.SS,2023-11-14,Shanghai Electric Group Company Limited,0,-1
141,"Equipped with Shanghai Electric's Offshore Tribune, World's First Deep-Sea Floating Wind Energy Project Integrated with Marine Ranching Completes","The world's first maritime renewable energy project that combines deep-sea floating wind energy and aquaculture has been completed in China. Marking a significant step forward for China's wind energy sector, the project is developed by Longyuan Power Group, with Shanghai Electric Wind Power Group (the Wind Power Group), a subsidiary of Shanghai Electric (SEHK: 2727, SSE: 601727), providing the power generation equipment and towers of the offshore turbines.",601727.SS,2023-11-03,Shanghai Electric Group Company Limited,1,1
142,Shanghai Electric Showcases Multiple World-Class Scientific and Technological Innovations at the China International Industrial Fair 2023 in Shanghai,"Shanghai Electric (SEHK:2727, SSE:601727) recently showcased its offerings at the China International Industrial Fair 2023 (""CIIF"") held at the National Convention and Exhibition Center (Shanghai) from September 19-23, 2023, under the theme A Zero-Carbon Future For All, with a focus on the three major pillars of smart energy, intelligent manufacturing, and digital intelligence integration. Shanghai Electric impressed visitors with a demonstration of its equipment manufacturing digital transforma",601727.SS,2023-09-26,Shanghai Electric Group Company Limited,1,1
143,"Shanghai Electric Subsidiary, Shanghai Electric Energy Storage Technology, Receives RMB400 Million in Series A Financing, Accelerating Development of Its Energy Storage Business","Shanghai Electric Energy Storage Technology, the energy storage subsidiary of Shanghai Electric (SEHK:2727, SSE:601727), recently received RMB400 million in Series A financing that will be used to inject added vitality into the development of its energy storage business. It will focus on promoting the research and development of new systems, promoting its industrial supply chain structure, construction of 100Mbps stacks that can be used in megawatt container-type vanadium redox flow battery (VRF",601727.SS,2023-09-20,Shanghai Electric Group Company Limited,0,1
144,"Shanghai Electric Showcases Robust Mid-Year Financial Performance, Recording High-Speed Growth for Low-Carbon and Renewable Energy Businesses","Shanghai Electric (SEHK:2727, SSE:601727) leveraged market opportunities across key sectors to grow significantly in H1 2023 while optimizing its corporate strategy to address global economic challenges.",601727.SS,2023-09-07,Shanghai Electric Group Company Limited,0,1
145,International Youth Day 2023: Shanghai Electric Takes Onboard Over 700 Graduates from the World's Leading Universities in the Latest Hiring Drive,"Shanghai Electric (SEHK:2727, SSE:601727) (""the Company"") announced that over 700 employees, who recently graduated from top-notch universities around the world, have joined the Company in a new recruitment season.",601727.SS,2023-08-15,Shanghai Electric Group Company Limited,1,1
146,Shanghai Electric Delivers the First Batch of VRFB Products to Europe,"Shanghai Electric Energy Storage Technology Co., Ltd. (""Shanghai Electric Energy Storage"" or ""the Company"") announced the completion of the factory acceptance test for its vanadium redox flow battery (VRFB) equipment, which is now en route to Zaragoza, Spain, for a commercial energy storage project, marking the first time that Shanghai Electric delivers its flow battery products to a European partner in bulk.",601727.SS,2023-08-09,Shanghai Electric Group Company Limited,1,1
147,"Shanghai Electric Leadership Visits Siemens in Germany to Further Forge New Green, Low-Carbon Cooperation","Shanghai Electric (SEHK:2727, SSE:601727) Chairwoman of the Board, Ms. Leng Weiqing recently visited Germany to hold talks with Christian Bruch, President, Chief Executive Officer, and Chief Sustainability Officer of Siemens Energy AG from July 25 to 27 to further deepen industrial cooperation and collaborative innovation and promote the transformation and development of low-carbon and high-quality energy. The meeting happened four months after Christian Bruch, the President, CEO and Chief Susta",601727.SS,2023-08-01,Shanghai Electric Group Company Limited,-1,0
148,"Shanghai Electric Shares A Long-term Cooperation Opportunity with Siemens, Strengthening Innovation in New Energy and Healthcare","Shanghai Electric (SEHK:2727, SSE:601727) (""the Company"") discussed the long-term cooperation opportunity with Siemens to boost technological innovation in the healthcare and energy sectors in a recent visit paid by the top executives from Siemens Healthineers and Siemens Energy. The two energy and healthcare groups are poised to seek greater collaboration in support of building a healthier and greener China, leveraging China and Germany's elevated bilateral ties and intensifying collaboration o",601727.SS,2023-07-10,Shanghai Electric Group Company Limited,1,1
149,Shanghai Electric Named One of China's 500 Most Valuable Brands by World Brand Lab,"Shanghai Electric (SEHK:2727, SSE:601727) (""the Company"") has been recognized as one of China's 500 Most Valuable Brands, according to an annual list published by World Brand Lab, a world's leading research institute specializing in digital marketing and brand valuation. The 2023 edition of the report, which gauges companies' brand status based on their financial data, brand strength, and consumer behavior, shows that Shanghai Electric holds the 48th position with a brand value of RMB 172.58 bil",601727.SS,2023-06-27,Shanghai Electric Group Company Limited,0,0
150,"Shanghai Electric Showcases Smart Energy, Smart Manufacturing, and Digital Intelligence Integration Solutions at International Technology Fair and Carbon Neutrality Expo in Shanghai","Shanghai Electric (SEHK:2727, SSE:601727) unveiled its innovative smart energy, smart manufacturing, and digital intelligence integration solutions at the China (Shanghai) International Technology Fair 2023 (CSITF) and the inaugural Shanghai International Carbon Neutrality Expo in Technologies, Products, and Achievements (Carbon Neutrality Expo) held in Shanghai this June.",601727.SS,2023-06-21,Shanghai Electric Group Company Limited,1,1
151,Shanghai Electric Reveals Dual Carbon Action Plan at the Inaugural Carbon Neutrality Expo in Shanghai,"Shanghai Electric (SEHK:2727, SSE:601727) recently unveiled its impressive dual carbon action plan at the inaugural Shanghai International Carbon Neutrality Expo in Technologies, Products and Achievements (Carbon Neutrality Expo), the first-ever carbon-neutral themed exhibition in China. The plan introduces groundbreaking and comprehensive solutions for a new type of power system, as well as three-dimensional zero-carbon industrial park solutions.",601727.SS,2023-06-13,Shanghai Electric Group Company Limited,1,1
152,Shanghai Electric's Impressive 2023 Q1 Financial Results Reflect Business Growth Momentum with Multiple Technological Breakthroughs,"Shanghai Electric (SEHK:2727, SSE:601727) recently released revenue data for the first quarter of 2023, showing a massive year-on-year increase of 2802.32%. The impressive results go hand-in-hand with multiple successful projects the Company has been involved in of late, including the No. 3 nuclear power unit of the Fangchenggang Nuclear Power Plant in south China's Guangxi Zhuang Autonomous Region that recently connected to the power grid. The Shanghai Yanji intelligent manufacturing project im",601727.SS,2023-05-31,Shanghai Electric Group Company Limited,1,1
153,Shanghai Electric and Indonesian Partners Collaborate to Advance Green and Stable Power Infrastructure,"Shanghai Electric's (SEHK: 2727, SSE:601727) CEO and Chairwoman, Ms. Leng Weiqing, as part of a high-level delegation of six major Shanghai enterprises led by the city mayor, Mr. Gong Zheng during Shanghai-Jakarta Overseas Investment Symposium, discussed and shared knowledge with local institutions regarding its operations of multiple power plants in Indonesia, including the Java 7 Coal Fired Power Plant, Chilaza Power Station, and Qingshan Industrial Park that have been contributing significant",601727.SS,2023-05-25,Shanghai Electric Group Company Limited,-1,1
154,Tesla Vs. BYD: EV Giants Try To Bounce Back; BYD Eyes Mexico Plant,Tesla and new EV king BYD are struggling following weak earnings and a tough market for electric vehicles. BYD is mulling a Mexico plant.,1211.HK,2024-02-19,BYD Company Limited,0,-1
155,7 Stocks That Could Make Your February Unforgettable,"Amidst a robust U.S. economy, pinpointing top ‘stocks to buy’ becomes imperative for investors looking to leverage the current economic environment. February’s forecast hints at a treat for the market, with the Biden administration’s policies fueling historic job growth and a sturdy labor market. Despite the headwinds linked to economic cycles and creeping costs, the underlying momentum behind the stock market is largely positive, hinting at a fertile ground for investment. For those looking to",1211.HK,2024-02-15,BYD Company Limited,1,1
156,BYD plans EV assembly plant in Mexico,"China's BYD Co Ltd will reportedly set up a new electric vehicle (EV) factory in Mexico, as the EV maker aims to establish an export hub to the United States.",1211.HK,2024-02-14,BYD Company Limited,0,1
157,The 3 Top EV Stocks Growth Investors Should Be Focused on Right Now,"EV stocks could offer significant gains amid a bull market, outperforming other tech stocks with stretched valuations. This sector’s consistent and robust growth potential makes it resilient to different market conditions and cycles. So, many investors have been loyal to this space over the past decade. Yet, the EV sector is moving beyond Tesla (NASDAQ:TSLA) as a one-horse race. A myriad of competitors stand ready to take market share and witness outsized growth. Plenty of promise in this sector",1211.HK,2024-02-14,BYD Company Limited,1,1
158,NIO Stock Reality Check: The Case for Caution in a Volatile EV Market,"In a fiercely competitive arena, Nio (NYSE:NIO) has actually been a pick of mine in the past. The company’s growth potential, in the highly coveted Chinese EV market, remains compelling for long-term investors. There are various demographic and secular tailwinds supporting the company, though Chinese growth concerns have eaten into much of that argument. Additionally, I’ve grown more bullish on the company’s key competitors, BYD Co. (OTCMKTS:BYDDF) and Li Auto (NASDAQ:LI), on a relative basis. B",1211.HK,2024-02-14,BYD Company Limited,0,1
159,"China's BYD plans new electric vehicle plant in Mexico, says Nikkei","BYD, known for its cheaper models and a more varied lineup, recently overtook its biggest rival Tesla Inc to become the world's top EV maker in terms of sales.  While BYD has its sales concentrated in China, it also aims to expand globally and is building new plants overseas in addition to expanding Chinese exports.  Mexico's massive automaking sector, populated by many of the industry's top global players, is tightly integrated with the U.S. industry.",1211.HK,2024-02-13,BYD Company Limited,1,1
160,"CORRECTED-UPDATE 2-China's BYD plans new electric vehicle plant in Mexico, says Nikkei","China's BYD Co Ltd will set up a new electric vehicle (EV) factory in Mexico, Nikkei reported on Wednesday, citing the company's Mexico head, as the EV maker aims to establish an export hub to the United States.  BYD, known for its cheaper models and a more varied lineup, recently overtook its biggest rival Tesla Inc to become the world's top EV maker in terms of sales.  While BYD has its sales concentrated in China, it also aims to expand globally and is building new plants overseas in addition to expanding Chinese exports.",1211.HK,2024-02-13,BYD Company Limited,1,1
161,3 China Stocks That Should Start Buybacks Right Now,"Reuters recently reported that UBS (NYSE:UBS) intends to resume share repurchases in 2024, doing as much as $1 billion in buybacks over the next year. The move is part of the reallocation of cost savings it intends to find from the purchase of Credit Suisse. The integration plan for Credit Suisse includes finding up to $13 billion in cost savings by the end of 2026. The share repurchases will likely accelerate should its cost savings goals be met over the next three years. This possibility has g",1211.HK,2024-02-13,BYD Company Limited,1,1
162,3 Global Blue-Chip Stocks to Buy and Hold Until 2030,"There are thousands of listed stocks in the United States across sectors. However, portfolio diversification does not only imply exposure to multiple U.S. companies. Diversification is also not complete if we consider blue-chip and growth stocks of U.S.-domiciled companies. With a significant difference in GDP growth between emerging and developed economies, it’s important to look at investing in companies that provide global growth exposure. Investing outside the United States might sound risky",1211.HK,2024-02-13,BYD Company Limited,0,1
163,3 Up-and-Coming EV Giants You Can Ride to the Finish Line,"There are many reasons for individuals to buy an electric vehicle (EV) in 2024. And a lot more reasons for stock investors to add some up-and-coming EV giants in their portfolios. For one, climate change is on everyone’s minds. Buying electric vehicles is seen as one of the key and easy ways consumers can help. EVs offer carbon footprint reduction and portfolio growth potential, aligning with the shift to zero-emission transportation. Additionally, in response to China’s declining lithium prices",1211.HK,2024-02-08,BYD Company Limited,0,1
164,China Offers Support to Accelerate EV Makers’ Global Push,"China is encouraging its electric vehicle makers to expand their overseas presence, including forging tie-ups with foreign research institutions and countries to build industrial clusters.",1211.HK,2024-02-08,BYD Company Limited,1,-1
165,3 EV Stocks on the Fast Track to Double in 2024,"Despite the current slowdown in the electric vehicle sector, the auto industry will pick up pace this year. The Fed is expected to reduce rates in the coming months, and we could see an improvement in consumer spending. Automakers have reported impressive January delivery numbers and are optimistic about the revival of the industry in 2024. It may take some time for all the EV stocks to recover, but a few stocks are trading at a discount today, and they have the potential to double in 2024. If y",1211.HK,2024-02-07,BYD Company Limited,1,1
166,"High-Risk, High-Reward: 7 OTC Stocks That Could Make You Rich This Year","I cannot stress enough how risky OTC stocks or securities traded over the counter really are. For one thing, just the name OTC should ring some alarm bells. This designation means that these securities don’t trade on exchanges like the New York Stock Exchange or the Nasdaq. Instead, they trade via broker-dealer networks. And not all stock platforms support what’s otherwise known as the pink sheets. Second, many investors are shocked to discover the administrative costs tied to OTC stocks. Yes, m",1211.HK,2024-02-05,BYD Company Limited,1,-1
167,Buy Alert: 3 Renewable Energy Stocks Sitting in the Sweet Spot,"Most renewable energy stocks struggled in 2023. The iShares Global Clean Energy ETF (NASDAQ:ICLN), which holds some 135 different clean energy public companies, fell more than 20% in 2023. Similarly, the Global X Solar ETF (NASDAQ:RAYS), which holds about 54 different solar names, plummeted 38%. Elevated interest rates and relatively lower oil prices fomented an overall disinterest in renewable energy stocks, many of which rely on debt capital to build out their facilities and products. However,",1211.HK,2024-02-03,BYD Company Limited,1,1
168,Elon Musk Thinks This Warren Buffet-Backed Chinese EV Manufacturer Is Going To 'Demolish Most Other Car Companies',"Elon Musk, CEO of Tesla Inc. (NASDAQ:TSLA), quickly changed his perception of BYD Co. Ltd. (OTC:BYDDY), a Warren Buffett-backed Chinese carmaker that has transformed within one year. During a live Bloomberg interview last year, when Musk was asked about his competitor BYD, he laughed and responded, ""Have you seen their car? ... I don’t think they have a great product."" Musk said he wasn’t concerned about BYD as a serious competitor in the electric vehicle (EV) market. Don't Miss: This startup is",1211.HK,2024-02-01,BYD Company Limited,0,1
169,The 3 Best Electric Vehicle Stocks to Invest In for Big Gains in 2024,"Just like the new year, the EV industry is getting into full swing, and buyers are getting ready for an exciting time. The fact that electric vehicle stocks are expected to grow in 2024 is a sign of a market that will do well thanks to clean energy options, new technologies and a change in the transportation industry. This growing business is about green innovation and smart movement in general. EV companies are attracting people who want to make the world a better place while also getting good",1211.HK,2024-02-01,BYD Company Limited,1,1
170,3 Smart Options Trades to Capitalize on the Electric Vehicle Boom,"Demand for electric vehicles (EVs) remains price-sensitive, but there’s a notable improvement in potential demand retention — the percentage of respondents considering an EV at higher price points. That metric, along with the potential revenue pool (demand retention multiplied by adjusted price), has strengthened. In this piece, we look at solid EV options trades to ride the global EV adoption trend. According to Citi (NYSE:C), 65% of current new vehicle owners considered buying an EV in 2023, u",1211.HK,2024-01-31,BYD Company Limited,1,1
171,"Zacks Industry Outlook Highlights BYD, BMW and Honda","BYD, BMW and Honda are part of the Zacks Industry Outlook article.",1211.HK,2024-01-31,BYD Company Limited,0,0
172,Wall Street Favorites: 3 EV Charging Stocks with Strong Buy Ratings in January 2024,"The electric vehicle (EV) market may be heading toward a general slump, but that does not mean the companies providing the charging infrastructure for EV will not make great investments in January 2024. The electric vehicle charging market happens to be one of the fastest-growing segments in the transportation sector. Consumer preferences are tilting toward EVs rather than the normal combustion engine cars, and supportive government policies coupled with advances in battery technology will conti",1211.HK,2024-01-31,BYD Company Limited,1,1
173,The 3 EV Stocks Most Likely to Outrun Tesla,"Tesla (NASDAQ:TSLA) is well known as the reigning king among EV stocks. The company has blazed a path forward in an industry that really didn’t exist in the same way a decade ago. Accordingly, for most investors, Tesla is the EV sector, and it’s the only stock that matters. The market appears to be disagreeing lately, with Tesla seeing a major slide on a year-to-date basis alone. At the time of writing, TSLA stock is down 25% in 2024 alone, much of this driven by the company’s recent earnings re",1211.HK,2024-01-30,BYD Company Limited,0,1
174,COSCO SHIPPING Development Announces 2023 Interim Results,"COSCO SHIPPING Development Co., Ltd. (""COSCO SHIPPING Development"" or the ""Company"") (SSE:601866)(HKEX:2866) is pleased to announce the results for the six months ended 30 June 2023 (the ""Reporting Period"") today.",601919.SS,2023-08-30,China COSCO Shipping Corporation Limited,0,1
175,COSCO SHIPPING Holdings Announces 2023 Interim Results,"COSCO SHIPPING Holdings Co., Ltd. (""COSCO SHIPPING Holdings"" or ""the Company"", SSE:601919; HKEx:1919) today announced its 2023 interim results.",601919.SS,2023-08-29,China COSCO Shipping Corporation Limited,0,0
176,COSCO SHIPPING Development Announces 2022 Annual Results  Focuses on New Ecology and Embraces New Changes,"COSCO SHIPPING Development Co., Ltd. (""COSCO SHIPPING Development"" or the ""Company"") (SSE:601866)(HKEX:2866) is pleased to announce the results for the twelve months ended 31 December 2022 (the ""Reporting Period"") today. In 2022, the Company recorded operating revenue of RMB25.465 billion, net profit attributable to owners of the parent company recorded RMB3.923 billion, and the basic earnings per share amounted to RMB0.29.",601919.SS,2023-03-31,China COSCO Shipping Corporation Limited,1,1
177,COSCO SHIPPING Holdings Posted Remarkable Results Laying A Solid Foundation for Transformation,"COSCO SHIPPING Holdings Co., Ltd. (""COSCO SHIPPING Holdings"" or ""the Company"") (SSE:601919; HKEx:1919) today announced its 2022 annual results.",601919.SS,2023-03-30,China COSCO Shipping Corporation Limited,1,0
178,ZTE makes CDP 'A List' for its leading climate action,"ZTE Corporation (0763.HK / 000063.SZ), a global leading provider of information and communication technology solutions, has recently been recognized for leadership in corporate transparency and performance on climate change by global environmental non-profit CDP (Carbon Disclosure Project), securing a place on the CDP 2023 'A List.' Based on data reported through CDP's 2023 Climate Change questionnaire, ZTE is one of the 346 companies that achieved an 'A' out of over 21,000 companies scored.",0763.HK,2024-02-07,ZTE Corporation,1,0
179,"ZTE hosts 5G Summit & User Congress 2023 in Thailand, unveiling the digital future with the theme ""Embrace the Digital Nexus""","ZTE Corporation (0763.HK / 000063.SZ), a global leading provider of information and communication technology solutions, has inaugurated its annual 5G Summit & User Congress 2023 in Thailand. Themed ""Embrace the Digital Nexus,"" the two-day event brought together telecom regulators, industry alliances, standardization organizations, carriers, think tanks, industry partners, and analysts from GSMA, IMT-2020(5G) PG, IMT-2030(6G) PG, CCSA, TMF, ABI, CCS Insight, and other eco-partners from the worldw",0763.HK,2023-11-17,ZTE Corporation,0,0
180,"ZTE paves the way to a ""Thriving Broadband Digitalization"" at Broadband User Congress 2023","ZTE Corporation (0763.HK / 000063.SZ), a global leading provider of information and communication technology solutions, today has kicked off the Broadband User Congress 2023 in Mexico City, Mexico.",0763.HK,2023-10-26,ZTE Corporation,0,0
181,ZTE helps Claro Ecuador deploy FTTH networks with Light ODN solution,"ZTE Corporation (0763.HK / 000063.SZ), a global leading provider of information and communication technology solutions, has announced its successful collaboration with Claro Ecuador, a leader in Ecuador's FBB market with 330K users, to facilitate the rapid and extensive deployment of Fiber to the Home (FTTH) networks, utilizing the innovative ZTE Light ODN solution.",0763.HK,2023-10-19,ZTE Corporation,1,1
182,"Tech war: FCC says reinstating 'net neutrality' rules could boost agency's authority to remove Huawei, ZTE equipment from US networks","Federal Communications Commission (FCC) Chairwoman Jessica Rosenworcel said on Thursday that the agency's proposal to reinstate net neutrality rules could give it new authority to force the removal of equipment from China-based Huawei Technologies and ZTE Corp from US networks, including data centres. The 129-page proposal asks for public input if new rules designed to bar internet service providers from blocking or throttling traffic, or offering paid fast lanes, would give the FCC ""more robust",0763.HK,2023-09-29,ZTE Corporation,0,1
183,True and ZTE launch Joint Innovation Center to inject new vitality into Thailand's digital transformation,"ZTE Corporation (0763.HK / 000063.SZ), a global leading provider of information and communication technology solutions, together with True Corporation, Thailand's leading Telecom-tech company, have jointly launched the ""True & ZTE Innovation Center"" at True Digital Park in Bangkok. The innovative collaboration between True and ZTE will inject new vitality into Thailand's digital transformation.",0763.HK,2023-07-20,ZTE Corporation,1,1
184,AIS and ZTE announce Thailand's first 5G mmWave SA showcase at 26GHz,"ZTE Corporation (0763.HK / 000063.SZ), a global leading provider of information and communication technology solutions, has partnered with AIS, Thailand's leading mobile operator, and Qualcomm Technologies, Inc. to successfully complete the trial of mmWave SA (5G Standalone Architecture) technology at the AZ center in Bangkok. This achievement not only positions Thailand as a leader in the ASEAN region regarding mmWave explorations, but also marks a significant step towards commercializing mmWav",0763.HK,2023-07-03,ZTE Corporation,1,1
185,ZTE helps Tang West Market Group win prestigious 5G Industry Challenge Award at the GSMA Asia Mobile Awards,"ZTE Corporation (0763.HK / 000063.SZ), a leading global provider of information and communication technology solutions, has announced the success of the Tang West Market Group cultural & artworks Metaverse project. Created through a collaborative effort between ZTE Corporation, Tang West Market Group, China Mobile Communications Group Shaanxi Co. Ltd., China Mobile Cloud, Hainan International Culture and Artworks Exchange, and the Non State Museums Committee of the Chinese Museums Association, t",0763.HK,2023-06-30,ZTE Corporation,1,1
186,ZTE's green networking empowers sustainable development,"ZTE Corporation (0763.HK/000063.SZ), a global leading provider of information and communication technology solutions, exhibited its cutting-edge technological innovations, green and low-carbon visions, and achievements in green networking to visitors at MWC Shanghai 2023. The event was held at the Shanghai New International Expo Center, where ZTE presented its captivating green ecological island, fully in line with the theme ""Green for All"".",0763.HK,2023-06-29,ZTE Corporation,-1,1
187,ZTE brings new mobile devices with ecosystem to MWC Shanghai 2023,"ZTE Corporation (0763.HK / 000063.SZ), a global leading provider of information and communication technology solutions, brings abundant new products to Mobile World Congress (MWC) Shanghai 2023, offering unprecedented technology and user experiences. From June 28th to 30th, ZTE will provide visitors with the all-round display and experience in ZTE booth located at N3-B20, featuring smartphones, tablets, smart AR glasses, MBB & FWA products and internet products for vehicles and industries. These",0763.HK,2023-06-29,ZTE Corporation,1,1
188,ZTE CEO Xu Ziyang: Convergence and Innovation - Build Phygital DNA for Faster Growth,"ZTE Corporation (0763.HK / 000063.SZ), a global leading provider of information and communication technology solutions, announced today that the company's CEO, Xu Ziyang, delivered keynote speeches at the ""Digital First Networks"" session and the GTI Summit Shanghai. During his speeches, Mr. Xu shared ZTE's insights and practices in this digital era.",0763.HK,2023-06-28,ZTE Corporation,0,1
189,"ZTE shines at the MWC Shanghai 2023, shaping digital innovation and witnessing unleashed value","ZTE Corporation (0763.HK / 000063.SZ), a global leading provider of information and communication technology solutions, is set to make a prominent appearance at the Mobile World Congress (MWC) Shanghai 2023 under the theme of ""Shaping Digital Innovation"" from June 28th to 30th at Shanghai New International Expo Center. Fully connecting with customers and end users, ZTE presents the new value it has created in seven scenarios. At the ZTE booth, MWC attendees will be immersed in innovations of ext",0763.HK,2023-06-27,ZTE Corporation,0,1
190,ZTE secures two major awards at the Asian Telecom Awards 2023,"ZTE Corporation (0763.HK / 000063.SZ), a global leading provider of information and communication technology solutions, has been honored with two prestigious awards at the Asian Telecom Awards 2023. ZTE received the ""Technology Innovation of the Year - Philippines"" and ""HR Initiative of the Year - Philippines"" awards. These accolades acknowledge ZTE's outstanding accomplishments and initiatives among Asia's top telecommunications companies.",0763.HK,2023-06-14,ZTE Corporation,1,1
191,ZTE releases 2022 Sustainability Report,"ZTE Corporation (0763.HK / 000063.SZ), a global leading provider of information and communication technology solutions, has released its highly anticipated 2022 Annual Sustainability Report today. This comprehensive report showcases ZTE's outstanding achievements and future plans in implementing the ""Driver of Digital Economy"" strategy, fulfilling corporate social responsibilities, supporting society's digital transformation, advocating sustainable development, contributing to global communities",0763.HK,2023-05-25,ZTE Corporation,0,1
192,"U.S. House to vote on bill to address potential Huawei, ZTE threats","The House of Representatives is set to vote next week on a bill to crack down on Chinese telecommunications companies Huawei and ZTE Corp that have been deemed security threats by the U.S. government.  The House said on Tuesday it will take up a bipartisan bill called the Countering Untrusted Telecommunications Abroad Act that would require the State Department to report on U.S. NATO allies and others using telecommunication equipment or services in their 5G networks from companies like Huawei and ZTE.  ""We need to redouble our efforts to protect our national security and interests, help our allies take vital measures for their own security, and stand firmly in defense of fundamental rights,"" said Representative Susan Wild, the Democratic sponsor of the measure.",0763.HK,2023-04-11,ZTE Corporation,0,1
193,ZTE participates in TM Forum DTW Asia 2023 with uSmartNet solution and forward-looking perspectives,"ZTE Corporation (0763.HK / 000063.SZ), a global leading provider of information and communication technology solutions, has shared its in-depth insights on the digital transformation of telecommunications operations while showcasing its uSmartNet autonomous network (AN) solution in real-life scenarios for fully support of communication service providers (CSPs) in achieving L3 self-intelligent networks at the TM Forum Digital Transformation World (DTW) Asia 2023 in Bangkok, Thailand from March 14",0763.HK,2023-03-21,ZTE Corporation,0,1
194,"ZTE, Ooredoo Group extend partnership agreement for further five years","ZTE Corporation (0763.HK / 000063.SZ), a global leading provider of information and communication technology solutions, has expanded the global frame agreement with Ooredoo Group for Ooredoo Algeria network modernization and related implementation and maintenance services as well as supply and delivery of Lithium Battery Products.",0763.HK,2023-03-08,ZTE Corporation,0,0
195,"ZTE and AIS co-announces the world's first eyewear-free 3D•AI tablet, and signs a Memorandum of Understanding at MWC 2023","ZTE Corporation (0763.HK / 000063.SZ), a global leading provider of information and communication technology solutions, has partnered with AIS, Thailand's largest mobile carrier, to jointly announce the world's first 3D•AI tablet - nubia Pad 3D, at Mobile World Congress 2023.",0763.HK,2023-03-01,ZTE Corporation,1,1
